date,open,close
2023-12-04,455.6,456.69
2023-12-05,455.26,456.6
2023-12-06,458.81,454.76
2023-12-07,456.91,458.23
2023-12-08,457.46,460.2
2023-12-11,459.69,461.99
2023-12-12,461.63,464.1
2023-12-13,464.49,470.5
2023-12-14,472.5,472.01
2023-12-15,469.49,469.33
2023-12-18,470.98,471.97
2023-12-19,472.53,474.84
2023-12-20,473.96,468.26
2023-12-21,471.33,472.7
2023-12-22,473.86,473.65
2023-12-26,474.07,475.65
2023-12-27,475.44,476.51
2023-12-28,476.88,476.69
2023-12-29,476.49,475.31
2024-01-02,472.16,472.65
2024-01-03,470.43,468.79
2024-01-04,468.3,467.28
2024-01-05,467.49,467.92
2024-01-08,468.43,474.6
2024-01-09,471.87,473.88
2024-01-10,474.16,476.56
2024-01-11,477.59,476.35
2024-01-12,477.84,476.68
2024-01-16,475.26,474.93
2024-01-17,471.82,472.29
2024-01-18,474.01,476.49
2024-01-19,477.65,482.43
2024-01-22,484.01,483.45
2024-01-23,484.01,484.86
2024-01-24,487.81,485.39
2024-01-25,487.58,488.03
2024-01-26,487.59,487.41
2024-01-29,487.73,491.27
2024-01-30,490.56,490.89
2024-01-31,488.62,482.88
2024-02-01,484.63,489.2
2024-02-02,489.65,494.35
2024-02-05,493.7,492.55
2024-02-06,493.52,493.98
2024-02-07,496.29,498.1
2024-02-08,498.1,498.32
2024-02-09,498.84,501.2
2024-02-12,501.17,500.98
2024-02-13,494.53,494.08
2024-02-14,496.79,498.57
2024-02-15,499.29,502.01
2024-02-16,501.7,499.51
2024-02-20,497.72,496.76
2024-02-21,495.42,497.21
2024-02-22,504.01,507.5
2024-02-23,509.27,507.85
2024-02-26,508.3,505.99
2024-02-27,506.7,506.93
2024-02-28,505.33,506.26
2024-02-29,508.07,508.08
2024-03-01,508.98,512.85
2024-03-04,512.03,512.3
2024-03-05,510.24,507.18
2024-03-06,510.55,509.75
2024-03-07,513.14,514.81
2024-03-08,515.46,511.72
2024-03-11,510.48,511.28
2024-03-12,513.45,516.78
2024-03-13,517.11,515.97
2024-03-14,516.97,514.95
2024-03-15,510.21,509.83
2024-03-18,514.0,512.86
2024-03-19,512.15,515.71
2024-03-20,515.77,520.48
2024-03-21,523.39,522.2
2024-03-22,522.11,521.21
2024-03-25,519.8,519.77
2024-03-26,521.23,518.81
2024-03-27,521.71,523.17
2024-03-28,523.21,523.07
2024-04-01,523.83,522.16
2024-04-02,518.24,518.84
2024-04-03,517.72,519.41
2024-04-04,523.52,513.07
2024-04-05,514.46,518.43
2024-04-08,519.15,518.72
2024-04-09,520.5,519.32
2024-04-10,513.48,514.12
2024-04-11,515.68,518.0
2024-04-12,514.37,510.85
2024-04-15,515.13,504.45
2024-04-16,504.94,503.53
2024-04-17,506.05,500.55
2024-04-18,501.98,499.52
2024-04-19,499.44,495.16
2024-04-22,497.83,499.72
2024-04-23,501.78,505.65
2024-04-24,506.56,505.41
2024-04-25,499.18,503.49
2024-04-26,506.35,508.26
2024-04-29,510.09,510.06
2024-04-30,508.56,501.98
2024-05-01,501.38,500.35
2024-05-02,504.15,505.03
2024-05-03,511.16,511.29
2024-05-06,513.75,516.57
2024-05-07,517.56,517.14
2024-05-08,515.26,517.19
2024-05-09,517.38,520.17
2024-05-10,521.81,520.84
2024-05-13,522.56,520.91
2024-05-14,521.11,523.3
2024-05-15,525.83,529.78
2024-05-16,529.88,528.69
2024-05-17,528.81,529.45
2024-05-20,529.57,530.06
2024-05-21,529.28,531.36
2024-05-22,530.65,529.83
2024-05-23,532.96,525.96
2024-05-24,527.85,529.44
2024-05-28,530.27,529.81
2024-05-29,525.68,526.1
2024-05-30,524.52,522.61
2024-05-31,523.59,527.37
2024-06-03,529.02,527.8
2024-06-04,526.46,528.39
2024-06-05,530.77,534.67
2024-06-06,534.98,534.66
2024-06-07,533.66,534.01
2024-06-10,533.18,535.66
2024-06-11,534.07,536.95
2024-06-12,541.63,541.36
2024-06-13,543.15,542.45
2024-06-14,540.88,542.78
2024-06-17,542.08,547.1
2024-06-18,547.16,548.49
2024-06-20,549.44,547.0
2024-06-21,544.4,544.51
2024-06-24,544.33,542.74
2024-06-25,543.99,544.83
2024-06-26,543.69,545.51
2024-06-27,545.37,546.37
2024-06-28,547.16,544.22
2024-07-01,545.63,545.34
2024-07-02,543.7,549.01
2024-07-03,548.69,551.46
2024-07-05,551.77,554.64
2024-07-08,555.44,555.28
2024-07-09,556.26,555.82
2024-07-10,557.07,561.32
2024-07-11,561.44,556.48
2024-07-12,557.63,559.99
2024-07-15,562.03,561.53
2024-07-16,562.87,564.86
2024-07-17,558.8,556.94
2024-07-18,558.51,552.66
2024-07-19,552.42,548.99
2024-07-22,553.0,554.65
2024-07-23,554.54,553.78
2024-07-24,548.86,541.23
2024-07-25,541.35,538.41
2024-07-26,542.28,544.44
2024-07-29,546.02,544.76
2024-07-30,546.26,542.0
2024-07-31,548.98,550.81
2024-08-01,552.57,543.01
2024-08-02,535.75,532.9
2024-08-05,511.64,517.38
2024-08-06,519.22,522.15
2024-08-07,528.47,518.66
2024-08-08,523.91,530.65
2024-08-09,529.81,532.99
2024-08-12,534.21,533.27
2024-08-13,536.53,542.04
2024-08-14,542.85,543.75
2024-08-15,549.5,553.07
2024-08-16,551.42,554.31
2024-08-19,554.73,559.61
2024-08-20,559.15,558.7
2024-08-21,559.77,560.62
2024-08-22,562.56,556.22
2024-08-23,559.53,562.13
2024-08-26,563.18,560.79
2024-08-27,559.49,561.56
2024-08-28,561.21,558.3
2024-08-29,560.31,558.35
2024-08-30,560.77,563.68
2024-09-03,560.47,552.08
2024-09-04,550.2,550.95
2024-09-05,550.89,549.61
2024-09-06,549.94,540.36
2024-09-09,544.65,546.41
2024-09-10,548.36,548.79
2024-09-11,548.7,554.42
2024-09-12,555.01,559.09
2024-09-13,559.71,562.01
2024-09-16,561.74,562.84
2024-09-17,565.1,563.07
2024-09-18,563.74,561.4
2024-09-19,571.01,570.98
2024-09-20,567.84,568.25
2024-09-23,569.34,569.67
2024-09-24,570.48,571.3
2024-09-25,571.14,570.04
2024-09-26,574.38,572.3
2024-09-27,573.39,571.47
2024-09-30,570.42,573.76
2024-10-01,573.4,568.62
2024-10-02,567.71,568.86
2024-10-03,567.36,567.82
2024-10-04,572.35,572.98
2024-10-07,571.3,567.8
2024-10-08,570.42,573.17
2024-10-09,573.16,577.14
2024-10-10,575.77,576.13
2024-10-11,576.05,579.58
2024-10-14,581.22,584.32
2024-10-15,584.59,579.78
2024-10-16,579.78,582.3
2024-10-17,585.91,582.35
2024-10-18,584.07,584.59
2024-10-21,583.85,583.63
2024-10-22,581.05,583.32
2024-10-23,581.26,577.99
2024-10-24,579.98,579.24
2024-10-25,581.51,579.04
2024-10-28,582.58,580.83
2024-10-29,579.85,581.77
2024-10-30,581.29,580.01
2024-10-31,575.56,568.64
2024-11-01,571.32,571.04
2024-11-04,571.18,569.81
